(50, 0, 7)
(8, 2, 46)
(8, 2, 10)
(8, 2, 46)
(8, 2, 47)
(8, 2, 8)
(8, 2, 47)
(8, 2, 7)
(8, 2, 10)
(8, 2, 46)
(8, 2, 47)
(8, 2, 46)
(7, 7, 9)
(7, 6, 60)
(1196, 1199, 49)
(1196, 1199, 48)
(1196, 1199, 47)
(1196, 1200, 49)
(1196, 1199, 49)
(1196, 1199, 47)
(1196, 1199, 49)
(1196, 1199, 47)
(1196, 1199, 47)
(1196, 1199, 46)
(1196, 1199, 47)
(1196, 1199, 49)
(1196, 1199, 50)
(1196, 1199, 51)
(1196, 1199, 54)
(1196, 1200, 54)
(1196, 1199, 55)
(1196, 1199, 57)
(1196, 1199, 58)
(1196, 1199, 59)
(1196, 1199, 60)
(1196, 1199, 62)
(1196, 1199, 66)
(1196, 1199, 66)
(1196, 1199, 68)
(1196, 1199, 69)
(1196, 1199, 70)
(1196, 1199, 70)
(1195, 1199, 70)
(1196, 1199, 71)
(1196, 1199, 75)
(1196, 1199, 76)
(1195, 82, 77)
(1196, 1199, 79)
(1196, 84, 80)
(1196, 85, 82)
(1196, 86, 83)
(1196, 86, 83)
(1196, 86, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 87, 84)
(1196, 87, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 87, 84)
(1196, 87, 84)
(1196, 86, 84)
(1196, 87, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 87, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 86, 84)
(1196, 87, 84)
(1196, 87, 84)
(1196, 87, 85)
(1196, 88, 85)
(1196, 89, 86)
(1196, 90, 87)
(1196, 90, 88)
(1196, 91, 88)
(1196, 91, 89)
(1196, 91, 88)
(1196, 91, 88)
(1196, 91, 89)
(1196, 91, 89)
(1196, 91, 91)
(1196, 92, 90)
(1196, 90, 89)
(1196, 91, 89)
(1196, 91, 89)
(1196, 92, 91)
(1196, 93, 92)
(1196, 93, 92)
(1196, 93, 94)
(1196, 93, 92)
(1196, 93, 93)
(1196, 93, 94)
(1196, 93, 94)
(1196, 93, 95)
(1196, 93, 94)
(1196, 94, 95)
(1196, 95, 97)
(1196, 94, 97)
(1196, 94, 96)
(1195, 94, 95)
(1196, 94, 96)
(99, 94, 96)
(100, 95, 96)
(15, 46, 44)
(16, 96, 97)
(101, 96, 97)
(1196, 96, 98)
(100, 96, 97)
(100, 96, 97)
(101, 14, 75)
(100, 13, 76)
(100, 13, 75)
(100, 13, 75)
(100, 12, 76)
(100, 12, 76)
(100, 14, 73)
(100, 16, 73)
(100, 96, 98)
(100, 70, 99)
(100, 70, 98)
(101, 96, 98)
(101, 96, 97)
(100, 96, 98)
(100, 96, 97)
(100, 70, 98)
(100, 96, 98)
(100, 70, 98)
(100, 96, 98)
(100, 96, 99)
(100, 96, 98)
(100, 71, 98)
(101, 96, 98)
(100, 71, 98)
(100, 96, 98)
(100, 70, 97)
(100, 96, 97)
(100, 96, 98)
(100, 71, 99)
(100, 71, 98)
(100, 96, 98)
(101, 96, 98)
(100, 71, 97)
(100, 96, 98)
(100, 96, 98)
(100, 70, 98)
(100, 96, 98)
(100, 96, 98)
(100, 96, 98)
(100, 96, 98)
(100, 96, 98)
(100, 96, 98)
(101, 96, 98)
(100, 96, 98)
(101, 96, 97)
(100, 96, 98)
(100, 71, 99)
(101, 71, 97)
(101, 70, 99)
(101, 97, 98)
(101, 97, 98)
(100, 97, 100)
(99, 96, 99)
(99, 96, 98)
(100, 97, 99)
(100, 97, 99)
(98, 96, 99)
(98, 97, 101)
(98, 97, 100)
(98, 97, 100)
(98, 96, 100)
(98, 96, 102)
(98, 96, 100)
(98, 96, 99)
(98, 97, 101)
(98, 97, 103)
(97, 96, 98)
(97, 96, 99)
(97, 96, 101)
(98, 97, 104)
(99, 97, 102)
(97, 95, 99)
(96, 95, 98)
(96, 95, 104)
(96, 95, 99)
(96, 95, 99)
(95, 95, 102)
(95, 94, 102)
(95, 94, 98)
(95, 94, 103)
(94, 94, 102)
(95, 95, 142)
(95, 94, 101)
(94, 93, 142)
(93, 93, 2195)
(92, 93, 2195)
(92, 92, 2195)
(90, 89, 2195)
(89, 89, 2195)
(88, 89, 2195)
(87, 88, 2195)
(85, 87, 2195)
(84, 86, 2195)
(84, 86, 2196)
(84, 86, 2195)
(84, 86, 2194)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 86, 2195)
(84, 87, 2194)
(82, 84, 2194)
(81, 85, 2195)
(80, 84, 2195)
(79, 82, 2195)
(78, 1199, 370)
(77, 1199, 373)
(74, 1199, 373)
(74, 1199, 374)
(73, 1199, 377)
(73, 1199, 376)
(73, 1199, 378)
(73, 1199, 377)
(73, 1199, 377)
(70, 1199, 379)
(69, 1199, 380)
(68, 1199, 382)
(66, 1199, 383)
(65, 1199, 384)
(66, 1199, 383)
(66, 1199, 385)
(66, 1199, 384)
(63, 1199, 384)
(62, 1199, 386)
(63, 1199, 385)
(63, 1199, 385)
(63, 1199, 386)
(63, 1199, 386)
(62, 1200, 386)
(61, 1199, 387)
(59, 1199, 391)
(57, 1199, 388)
(56, 1199, 390)
(54, 1199, 392)
(52, 1199, 393)
(49, 1199, 395)
(49, 1199, 395)
(47, 1199, 396)
(46, 1199, 396)
(45, 1199, 399)
(45, 1199, 399)
(45, 1199, 400)
(45, 1199, 400)
(43, 1200, 400)
(43, 1199, 400)
(43, 1199, 400)
(45, 1199, 400)
(44, 1199, 2195)
(45, 1199, 2194)
(45, 1199, 402)
(45, 1200, 401)
(44, 1199, 402)
(45, 1199, 401)
(45, 1199, 401)
(45, 1200, 401)
(45, 1200, 400)
(45, 1199, 401)
(45, 1199, 401)
(45, 1199, 401)
(45, 1199, 403)
(45, 1199, 401)
(45, 1199, 2195)
(45, 1199, 401)
(45, 1199, 402)
