(9, 0, 7)
(9, 5, 7)
(9, 5, 7)
(9, 5, 7)
(9, 5, 7)
(9, 5, 7)
(9, 5, 7)
(9, 5, 6)
(9, 5, 7)
(9, 5, 6)
(9, 8, 6)
(1196, 6, 11)
(259, 8, 8)
(259, 317, 11)
(259, 98, 56)
(258, 98, 55)
(258, 98, 55)
(258, 98, 55)
(259, 98, 56)
(259, 98, 55)
(258, 98, 55)
(259, 99, 55)
(258, 98, 55)
(258, 98, 55)
(259, 98, 56)
(258, 98, 56)
(259, 98, 55)
(258, 98, 55)
(258, 98, 55)
(258, 98, 55)
(259, 98, 58)
(258, 98, 55)
(258, 98, 55)
(258, 98, 55)
(258, 98, 56)
(258, 98, 56)
(258, 98, 56)
(258, 98, 55)
(258, 98, 57)
(258, 98, 56)
(258, 98, 56)
(258, 98, 56)
(259, 98, 55)
(259, 98, 56)
(1196, 98, 56)
(259, 98, 56)
(258, 98, 55)
(1196, 98, 57)
(1196, 98, 45)
(1196, 1199, 46)
(256, 1199, 46)
(255, 1199, 47)
(1196, 97, 209)
(1196, 1199, 316)
(18, 1200, 133)
(18, 1199, 57)
(78, 1199, 55)
(56, 1199, 58)
(16, 1199, 58)
(54, 1199, 100)
(54, 1199, 61)
(53, 1199, 60)
(54, 1200, 63)
(55, 1199, 62)
(55, 1199, 60)
(55, 1199, 60)
(53, 1199, 61)
(55, 1199, 60)
(1196, 1199, 60)
(50, 1199, 60)
(49, 1199, 61)
(44, 1199, 63)
(1196, 69, 64)
(1196, 1199, 65)
(1196, 70, 66)
(1196, 75, 69)
(1196, 73, 69)
(1196, 72, 70)
(1196, 1199, 75)
(1196, 1199, 74)
(1196, 77, 73)
(1196, 77, 74)
(1196, 79, 75)
(1196, 81, 78)
(1196, 82, 79)
(1196, 82, 78)
(1196, 82, 80)
(1196, 84, 82)
(1196, 84, 82)
(1196, 83, 81)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 81)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 81)
(1196, 84, 82)
(1196, 84, 81)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 82)
(1196, 84, 81)
(1196, 84, 82)
(1196, 84, 81)
(1196, 84, 81)
(1196, 84, 82)
(1196, 86, 84)
(1196, 85, 83)
(1196, 85, 83)
(1196, 87, 86)
(1196, 86, 85)
(1196, 86, 85)
(1196, 89, 87)
(1196, 89, 88)
(1196, 87, 86)
(1196, 89, 89)
(1196, 91, 90)
(1196, 92, 91)
(1196, 92, 92)
(1196, 92, 92)
(1196, 94, 93)
(1196, 95, 94)
(1196, 94, 94)
(1196, 95, 94)
(1196, 95, 95)
(1196, 96, 94)
(1196, 97, 97)
(1196, 97, 97)
(1196, 97, 13)
(1196, 97, 98)
(23, 98, 99)
(1196, 99, 99)
(1196, 97, 98)
(1196, 98, 100)
(1196, 17, 72)
(1196, 98, 100)
(1196, 98, 100)
(1196, 99, 101)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 99)
(1196, 99, 99)
(1196, 99, 99)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 101)
(1196, 99, 99)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 100)
(1196, 99, 99)
(1196, 99, 101)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 100)
(1196, 99, 101)
(1196, 99, 99)
(1196, 100, 101)
(1196, 101, 100)
(1196, 100, 99)
(1196, 101, 101)
(1196, 1200, 2196)
(1196, 99, 2196)
(1196, 300, 2196)
(1196, 302, 2196)
(1196, 98, 191)
(1196, 100, 191)
(1196, 301, 103)
(1196, 296, 99)
(1196, 296, 2196)
(1196, 1200, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1200, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2195)
(1196, 1200, 2196)
(1196, 1199, 2196)
(345, 1199, 2196)
(342, 1199, 2195)
(340, 1199, 2195)
(337, 1200, 2196)
(9, 1200, 2195)
(1196, 1199, 2195)
(8, 1200, 2195)
(6, 1199, 2195)
(4, 1199, 2195)
(5, 1200, 2195)
(4, 1199, 2195)
(5, 1199, 2196)
(4, 1199, 101)
(8, 1199, 101)
(9, 1200, 2195)
(1196, 1199, 2195)
(9, 1199, 2196)
(6, 1199, 2196)
(8, 1199, 2196)
(5, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1200, 2196)
(1196, 1199, 2195)
(1196, 1200, 2196)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2195)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 1199, 2196)
(1196, 97, 2196)
(1196, 98, 2195)
(1196, 95, 2196)
(1196, 97, 99)
(1196, 96, 100)
(101, 96, 2196)
(100, 97, 2195)
(100, 97, 2195)
(100, 97, 2195)
(100, 97, 102)
(100, 97, 100)
(100, 96, 103)
(100, 97, 102)
(100, 97, 100)
(100, 97, 104)
(100, 97, 103)
(100, 97, 102)
(100, 97, 101)
(100, 97, 2196)
(99, 97, 103)
(99, 97, 101)
(100, 97, 101)
(99, 97, 104)
(100, 97, 101)
(100, 97, 105)
(100, 97, 102)
(100, 97, 102)
(100, 97, 103)
(100, 97, 99)
(100, 97, 100)
(100, 97, 100)
(100, 97, 103)
(100, 97, 100)
(100, 97, 101)
(100, 97, 101)
(100, 97, 101)
(100, 97, 100)
(100, 97, 100)
(100, 97, 100)
(100, 97, 101)
(100, 97, 102)
(100, 97, 101)
(100, 97, 103)
(100, 97, 101)
(100, 97, 102)
(100, 97, 2196)
(100, 97, 103)
(100, 97, 102)
(100, 97, 103)
(100, 97, 103)
(100, 96, 102)
(100, 96, 101)
(99, 96, 97)
(98, 94, 96)
(98, 95, 98)
(99, 96, 100)
(99, 96, 100)
(95, 94, 2196)
(96, 94, 99)
(97, 94, 98)
(96, 94, 99)
(96, 95, 99)
(97, 96, 98)
(96, 94, 97)
(94, 93, 99)
(94, 93, 99)
(95, 94, 97)
(95, 94, 99)
(94, 93, 99)
(94, 94, 101)
(95, 94, 99)
(93, 92, 97)
(90, 91, 97)
(91, 91, 98)
(93, 93, 97)
(92, 91, 96)
(89, 89, 98)
(88, 89, 2196)
(90, 90, 2196)
(87, 88, 2196)
(85, 86, 2196)
(85, 87, 2196)
(84, 86, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 84, 2196)
(83, 85, 2196)
(83, 85, 2195)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2195)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2197)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2196)
(83, 85, 2195)
(83, 85, 2196)
(83, 85, 2196)
(82, 83, 2196)
(80, 82, 2195)
(79, 81, 2195)
(75, 1199, 536)
(74, 77, 2195)
(71, 1199, 538)
(68, 70, 2195)
(69, 1199, 2196)
(64, 1199, 2195)
(63, 1199, 547)
(60, 1200, 2195)
(57, 1199, 2196)
(57, 1199, 551)
(56, 1199, 550)
(52, 1199, 551)
(53, 1199, 556)
(49, 1199, 556)
(46, 1200, 2196)
(47, 1199, 2196)
(46, 1199, 2196)
(46, 1199, 557)
(46, 1199, 558)
(46, 1199, 2196)
(46, 1199, 560)
(46, 1199, 559)
(46, 1199, 558)
(46, 1199, 560)
(46, 1199, 2196)
(46, 1199, 557)
(46, 1199, 2196)
(46, 1199, 558)
(46, 1199, 558)
(46, 1199, 2196)
(46, 1199, 559)
(46, 1199, 558)
(46, 1199, 2196)
(46, 1199, 558)
(46, 1199, 558)
(46, 1199, 560)
(46, 1199, 561)
